a2cloud_score,Cost(per hour USD),Instance,cluster
3.6187909289999998,0.023,t2.small,0
1.9534210109999999,0.0208,t3.small,2
4.128537432,0.023,t2.small,0
4.792743135,0.1184,N1M2,0
5.274952099,0.015,Lin.G,3
1.9205641969999998,0.0208,t3.small,2
4.850413287,0.09,Lin.M,0
4.428348241,0.133,r4.large,0
3.468322472,0.1,m4.large,0
3.714913826,0.0928,t2.large,0
1.200524199,0.0752,t3a.large,2
10.0,0.0832,B2ms,1
10.0,0.0188,t3a.small,1
3.9169334489999996,0.023,t2.small,0
10.0,0.0832,B2ms,1
5.368747006,0.085,F2s,3
3.24353513,0.1,m4.large,0
4.705422603,0.0832,B2ms,0
4.286392075,0.085,F2s,0
3.076316095,0.0376,t3a.medium,0
3.5570861480000002,0.0464,t2.medium,0
1.915600282,0.0208,t3.small,2
4.210248593,0.095,N1s2,0
1.0,0.085,c5.large,2
4.726480316,0.085,F2s,0
4.488619143999999,0.0709,N1cc,0
4.08157961,0.095,N1s2,0
4.172003486,0.095,N1s2,0
3.578438438,0.0928,t2.large,0
3.5908885980000003,0.133,r4.large,0
3.130943044,0.1,c4.large,0
3.413113732,0.133,r4.large,0
3.912728323,0.0376,t3a.medium,0
1.0,0.085,c5.large,2
3.5125022510000004,0.133,r4.large,0
5.238433885,0.015,Lin.G,3
4.544812653,0.1,m4.large,0
4.042860835,0.0376,t3a.medium,0
1.0,0.085,c5.large,2
6.50516126,0.09,Lin.M,3
7.317538461,0.09,Lin.M,3
3.782389531,0.0464,t2.medium,0
1.7956151409999999,0.0208,t3.small,2
4.189009266,0.0376,t3a.medium,0
3.0401254019999997,0.133,r4.large,0
6.3670072939999995,0.09,Lin.M,3
4.030479915,0.0376,t3a.medium,0
4.054735183,0.095,N1s2,0
1.0,0.085,c5.large,2
2.317718851,0.1,c4.large,2
1.4129587380000002,0.0752,t3a.large,2
3.83009154,0.0928,t2.large,0
3.6111212569999998,0.023,t2.small,0
3.111420851,0.133,r4.large,0
5.155071082,0.095,N1s2,3
4.169951233,0.095,N1s2,0
4.234913341,0.085,F2s,0
1.880065079,0.0208,t3.small,2
4.794507447,0.0832,B2ms,0
4.508186263,0.1184,N1M2,0
1.0,0.085,c5.large,2
4.183671703,0.1184,N1M2,0
2.2937723009999997,0.1,c4.large,2
7.374829257999999,0.0188,t3a.small,3
5.3917628220000005,0.015,Lin.G,3
7.593058107999999,0.0188,t3a.small,3
1.860408039,0.0208,t3.small,2
10.0,0.0188,t3a.small,1
3.232084758,0.133,r4.large,0
4.000258905,0.1184,N1M2,0
5.554410173,0.015,Lin.G,3
3.5119730160000002,0.0464,t2.medium,0
3.879221418,0.1,m4.large,0
4.02765617,0.0709,N1cc,0
3.2235497389999996,0.1,m4.large,0
3.924268821,0.0464,t2.medium,0
2.3510453069999997,0.1,c4.large,2
4.054028666000001,0.0376,t3a.medium,0
4.2918418339999995,0.085,F2s,0
4.787393561,0.0832,B2ms,0
6.369769322000001,0.09,Lin.M,3
1.8398986469999998,0.0208,t3.small,2
10.0,0.0188,t3a.small,1
6.180520401,0.126,E2s,3
4.2312353069999995,0.085,F2s,0
1.0,0.085,c5.large,2
4.842367515,0.095,N1s2,0
4.3751429239999995,0.085,F2s,0
3.6904246460000003,0.126,E2s,0
10.0,0.0188,t3a.small,1
3.440926171,0.126,E2s,0
5.551681658,0.015,Lin.G,3
3.817378135,0.023,t2.small,0
4.025106468,0.0709,N1cc,0
5.0893337469999995,0.015,Lin.G,3
4.135353002,0.085,F2s,0
3.801790646,0.0376,t3a.medium,0
1.870108023,0.0208,t3.small,2
1.347284797,0.0752,t3a.large,2
3.802374768,0.023,t2.small,0
1.438753384,0.0752,t3a.large,2
4.109970045,0.1184,N1M2,0
2.259904974,0.1,c4.large,2
1.305109647,0.0752,t3a.large,2
5.162255524,0.015,Lin.G,3
4.182982717,0.0376,t3a.medium,0
6.507856606,0.09,Lin.M,3
4.210689479,0.085,F2s,0
5.134922349,0.0832,B2ms,3
3.1123343739999996,0.133,r4.large,0
4.232759497,0.085,F2s,0
1.827801838,0.0208,t3.small,2
10.0,0.0188,t3a.small,1
1.837786135,0.0208,t3.small,2
3.864231965,0.0376,t3a.medium,0
10.0,0.0188,t3a.small,1
4.766016531,0.09,Lin.M,0
1.1507197759999999,0.0752,t3a.large,2
2.251680609,0.1,c4.large,2
2.375191339,0.1,c4.large,2
4.439458532,0.085,F2s,0
3.803026141,0.015,Lin.G,0
6.077264616,0.045,Lin.C,3
3.9645742489999996,0.0464,t2.medium,0
3.7083233339999997,0.126,E2s,0
3.4955045439999997,0.0928,t2.large,0
3.441144875,0.126,E2s,0
2.913758638,0.133,r4.large,0
4.27848671,0.0464,t2.medium,0
3.7424325210000005,0.0464,t2.medium,0
6.423115521000001,0.09,Lin.M,3
3.6161409410000003,0.023,t2.small,0
4.378971055,0.085,F2s,0
3.82730652,0.0709,N1cc,0
3.949155492,0.0376,t3a.medium,0
4.608402518,0.0709,N1cc,0
1.4402544130000001,0.0752,t3a.large,2
4.8325179160000005,0.023,t2.small,0
4.292608921,0.133,r4.large,0
4.476295287,0.1184,N1M2,0
3.054319432,0.0928,t2.large,0
10.0,0.0188,t3a.small,1
1.8815956440000001,0.0208,t3.small,2
4.772594928,0.0832,B2ms,0
6.454075266,0.09,Lin.M,3
10.0,0.0188,t3a.small,1
6.398314515,0.09,Lin.M,3
5.003464065,0.015,Lin.G,3
1.713492429,0.0208,t3.small,2
2.312340244,0.1,c4.large,2
3.200764631,0.1,m4.large,0
1.0,0.085,c5.large,2
10.0,0.0188,t3a.small,1
3.491460312,0.0928,t2.large,0
10.0,0.0188,t3a.small,1
4.336360228999999,0.1184,N1M2,0
4.11948227,0.0376,t3a.medium,0
6.94003229,0.09,Lin.M,3
3.787387582,0.0464,t2.medium,0
1.3464218780000001,0.0752,t3a.large,2
1.861214933,0.0208,t3.small,2
4.171430306,0.095,N1s2,0
6.540551367999999,0.09,Lin.M,3
5.906716526,0.045,Lin.C,3
3.319976824,0.133,r4.large,0
3.6141430010000004,0.023,t2.small,0
4.5623016089999995,0.0464,t2.medium,0
6.031899011,0.015,Lin.G,3
4.197847513999999,0.1184,N1M2,0
4.620558723,0.085,F2s,0
3.717533356,0.023,t2.small,0
4.0858611719999995,0.1184,N1M2,0
6.506113562,0.09,Lin.M,3
4.06476652,0.1184,N1M2,0
3.783381952,0.0464,t2.medium,0
1.0,0.085,c5.large,2
10.0,0.0832,B2ms,1
5.973514248,0.045,Lin.C,3
1.17932116,0.0752,t3a.large,2
6.251051401000001,0.126,E2s,3
3.7565453769999997,0.1,m4.large,0
4.721721395,0.0832,B2ms,0
4.595630246,0.023,t2.small,0
3.468137018,0.1,m4.large,0
4.5760728969999995,0.0709,N1cc,0
5.166515213,0.015,Lin.G,3
4.830464352,0.0709,N1cc,0
4.236892092,0.0709,N1cc,0
2.322729748,0.1,c4.large,2
3.9647897739999998,0.0464,t2.medium,0
1.9193802869999999,0.0208,t3.small,2
4.548704427,0.0709,N1cc,0
4.20943673,0.095,N1s2,0
4.719935813,0.085,F2s,0
3.3213108630000003,0.1,c4.large,0
6.701248542,0.045,Lin.C,3
5.248729439,0.085,F2s,3
9.630042042000001,0.0832,B2ms,1
1.899674766,0.0208,t3.small,2
6.37410665,0.09,Lin.M,3
6.135755873,0.015,Lin.G,3
4.831106534,0.1,m4.large,0
3.576823173,0.0928,t2.large,0
5.215821246,0.095,N1s2,3
4.339779358,0.1,m4.large,0
4.19700879,0.1184,N1M2,0
4.099531057,0.095,N1s2,0
4.304535898999999,0.085,F2s,0
1.0,0.085,c5.large,2
4.670562673,0.095,N1s2,0
1.0,0.085,c5.large,2
3.000228119,0.0376,t3a.medium,0
2.4067348230000003,0.1,c4.large,2
4.794754919,0.0832,B2ms,0
3.7718111960000003,0.1,m4.large,0
3.972122955,0.0928,t2.large,0
4.733812513,0.023,t2.small,0
3.591761553,0.0928,t2.large,0
4.04443602,0.0376,t3a.medium,0
2.35018246,0.1,c4.large,2
3.243168686,0.1,m4.large,0
5.972060031,0.045,Lin.C,3
6.300823879,0.09,Lin.M,3
1.880840646,0.0208,t3.small,2
1.0,0.085,c5.large,2
3.643049445,0.0928,t2.large,0
1.0,0.085,c5.large,2
6.269606359,0.126,E2s,3
3.819993414,0.023,t2.small,0
6.194828704,0.126,E2s,3
6.210493847,0.045,Lin.C,3
1.0,0.085,c5.large,2
1.901100786,0.0208,t3.small,2
2.410450774,0.1,c4.large,2
1.1108545779999999,0.0752,t3a.large,2
3.041210525,0.133,r4.large,0
1.0,0.085,c5.large,2
1.4396380659999999,0.0752,t3a.large,2
4.309592499,0.0709,N1cc,0
3.8154099660000003,0.0928,t2.large,0
1.554661485,0.0928,t2.large,2
10.0,0.0832,B2ms,1
2.155150265,0.095,N1s2,2
1.8129169180000002,0.015,Lin.G,2
2.3532700109999998,0.1,c4.large,2
1.934719324,0.085,F2s,2
2.572744572,0.0709,N1cc,2
1.0,0.045,Lin.C,2
3.098704025,0.133,r4.large,0
3.7818695360000003,0.126,E2s,0
2.844907224,0.1184,N1M2,0
3.488077099,0.09,Lin.M,0
1.878493105,0.085,c5.large,2
2.9629998630000003,0.1,m4.large,0
1.662801821,0.0464,t2.medium,2
3.751583394,0.023,t2.small,0
2.126098527,0.0752,t3a.large,2
2.118464623,0.0376,t3a.medium,2
2.183819897,0.0188,t3a.small,2
2.501935978,0.0208,t3.small,2
1.54683395,0.0928,t2.large,2
7.82427981,0.0832,B2ms,3
2.99489408,0.095,N1s2,0
1.79295738,0.015,Lin.G,2
2.34459878,0.1,c4.large,2
1.91995593,0.085,F2s,2
3.74878386,0.0709,N1cc,0
0.97611966,0.045,Lin.C,2
3.55153852,0.133,r4.large,0
3.73316188,0.126,E2s,0
3.81837832,0.1184,N1M2,0
3.34814894,0.09,Lin.M,0
1.87295896,0.085,c5.large,2
2.67462072,0.1,m4.large,2
1.64936202,0.0464,t2.medium,2
3.7415169,0.023,t2.small,0
2.11146544,0.0752,t3a.large,2
2.10413686,0.0376,t3a.medium,2
2.16436058,0.0188,t3a.small,2
2.88572717,0.0208,t3.small,0
1.562489024,0.0928,t2.large,2
12.17572019,0.0832,B2ms,1
3.7754064539999996,0.095,N1s2,0
1.83287646,0.015,Lin.G,2
2.361941244,0.1,c4.large,2
1.949482713,0.085,F2s,2
3.796705283,0.0709,N1cc,0
1.023880337,0.045,Lin.C,2
2.622541966,0.133,r4.large,2
3.830577188,0.126,E2s,0
3.871436128,0.1184,N1M2,0
3.6280052589999996,0.09,Lin.M,0
1.884027251,0.085,c5.large,2
3.531379008,0.1,m4.large,0
1.6762416219999998,0.0464,t2.medium,2
3.7616498889999996,0.023,t2.small,0
2.140731619,0.0752,t3a.large,2
2.1327923859999998,0.0376,t3a.medium,2
2.203279215,0.0188,t3a.small,2
2.6181447909999997,0.0208,t3.small,2
